surr_key_date_weather,Date,Year,Month,Day,Season
3933,07-10-2010,2010,10,7,Summer
3934,08-10-2010,2010,10,8,Summer
3935,09-10-2010,2010,10,9,Autumn
3936,10-10-2010,2010,10,10,Autumn
3937,11-10-2010,2010,10,11,Autumn
3938,12-10-2010,2010,10,12,Winter
3939,13-10-2010,2010,10,13,Autumn
3940,14-10-2010,2010,10,14,Autumn
3941,15-10-2010,2010,10,15,Autumn
3942,16-10-2010,2010,10,16,Autumn
3943,17-10-2010,2010,10,17,Autumn
3944,18-10-2010,2010,10,18,Autumn
3945,19-10-2010,2010,10,19,Autumn
3946,20-10-2010,2010,10,20,Autumn
3947,21-10-2010,2010,10,21,Autumn
3948,22-10-2010,2010,10,22,Autumn
3949,23-10-2010,2010,10,23,Autumn
3950,24-10-2010,2010,10,24,Autumn
3951,25-10-2010,2010,10,25,Autumn
3952,26-10-2010,2010,10,26,Autumn
3953,27-10-2010,2010,10,27,Autumn
3954,28-10-2010,2010,10,28,Autumn
3955,29-10-2010,2010,10,29,Autumn
3956,30-10-2010,2010,10,30,Autumn
3957,31-10-2010,2010,10,31,Autumn
3958,01-11-2010,2010,11,1,Winter
3959,02-11-2010,2010,11,2,Winter
3960,03-11-2010,2010,11,3,Spring
3961,04-11-2010,2010,11,4,Spring
3962,05-11-2010,2010,11,5,Spring
3963,06-11-2010,2010,11,6,Summer
3964,07-11-2010,2010,11,7,Summer
3965,08-11-2010,2010,11,8,Summer
3966,09-11-2010,2010,11,9,Autumn
3967,10-11-2010,2010,11,10,Autumn
3968,11-11-2010,2010,11,11,Autumn
3969,12-11-2010,2010,11,12,Winter
3970,13-11-2010,2010,11,13,Autumn
3971,14-11-2010,2010,11,14,Autumn
3972,15-11-2010,2010,11,15,Autumn
3973,16-11-2010,2010,11,16,Autumn
3974,17-11-2010,2010,11,17,Autumn
3975,18-11-2010,2010,11,18,Autumn
3976,19-11-2010,2010,11,19,Autumn
3977,20-11-2010,2010,11,20,Autumn
3978,21-11-2010,2010,11,21,Autumn
3979,22-11-2010,2010,11,22,Autumn
3980,23-11-2010,2010,11,23,Autumn
3981,24-11-2010,2010,11,24,Autumn
3982,25-11-2010,2010,11,25,Autumn
3983,26-11-2010,2010,11,26,Autumn
3984,27-11-2010,2010,11,27,Autumn
3985,28-11-2010,2010,11,28,Autumn
3986,29-11-2010,2010,11,29,Autumn
3987,30-11-2010,2010,11,30,Autumn
3988,01-12-2010,2010,12,1,Winter
3989,02-12-2010,2010,12,2,Winter
3990,03-12-2010,2010,12,3,Spring
3991,04-12-2010,2010,12,4,Spring
3992,05-12-2010,2010,12,5,Spring
3993,06-12-2010,2010,12,6,Summer
3994,07-12-2010,2010,12,7,Summer
3995,08-12-2010,2010,12,8,Summer
3996,09-12-2010,2010,12,9,Autumn
3997,10-12-2010,2010,12,10,Autumn
3998,11-12-2010,2010,12,11,Autumn
3999,12-12-2010,2010,12,12,Winter
4000,13-12-2010,2010,12,13,Winter
4001,14-12-2010,2010,12,14,Winter
4002,15-12-2010,2010,12,15,Winter
4003,16-12-2010,2010,12,16,Winter
4004,17-12-2010,2010,12,17,Winter
4005,18-12-2010,2010,12,18,Winter
4006,19-12-2010,2010,12,19,Winter
4007,20-12-2010,2010,12,20,Winter
4008,21-12-2010,2010,12,21,Winter
4009,22-12-2010,2010,12,22,Winter
4010,23-12-2010,2010,12,23,Winter
4011,24-12-2010,2010,12,24,Winter
4012,25-12-2010,2010,12,25,Winter
4013,26-12-2010,2010,12,26,Winter
4014,27-12-2010,2010,12,27,Winter
4015,28-12-2010,2010,12,28,Winter
4016,29-12-2010,2010,12,29,Winter
4017,30-12-2010,2010,12,30,Winter
4018,31-12-2010,2010,12,31,Winter
4019,01-01-2011,2011,1,1,Winter
4020,02-01-2011,2011,1,2,Winter
4021,03-01-2011,2011,1,3,Spring
4022,04-01-2011,2011,1,4,Spring
4023,05-01-2011,2011,1,5,Spring
4024,06-01-2011,2011,1,6,Summer
4025,07-01-2011,2011,1,7,Summer
4026,08-01-2011,2011,1,8,Summer
4027,09-01-2011,2011,1,9,Autumn
4028,10-01-2011,2011,1,10,Autumn
4029,11-01-2011,2011,1,11,Autumn
4030,12-01-2011,2011,1,12,Winter
4031,13-01-2011,2011,1,13,Winter
4032,14-01-2011,2011,1,14,Winter
4033,15-01-2011,2011,1,15,Winter
4034,16-01-2011,2011,1,16,Winter
4035,17-01-2011,2011,1,17,Winter
4036,18-01-2011,2011,1,18,Winter
4037,19-01-2011,2011,1,19,Winter
4038,20-01-2011,2011,1,20,Winter
4039,21-01-2011,2011,1,21,Winter
4040,22-01-2011,2011,1,22,Winter
4041,23-01-2011,2011,1,23,Winter
4042,24-01-2011,2011,1,24,Winter
4043,25-01-2011,2011,1,25,Winter
4044,26-01-2011,2011,1,26,Winter
4045,27-01-2011,2011,1,27,Winter
4046,28-01-2011,2011,1,28,Winter
4047,29-01-2011,2011,1,29,Winter
4048,30-01-2011,2011,1,30,Winter
4049,31-01-2011,2011,1,31,Winter
4050,01-02-2011,2011,2,1,Winter
4051,02-02-2011,2011,2,2,Winter
4052,03-02-2011,2011,2,3,Spring
4053,04-02-2011,2011,2,4,Spring
4054,05-02-2011,2011,2,5,Spring
4055,06-02-2011,2011,2,6,Summer
4056,07-02-2011,2011,2,7,Summer
4057,08-02-2011,2011,2,8,Summer
4058,09-02-2011,2011,2,9,Autumn
4059,10-02-2011,2011,2,10,Autumn
4060,11-02-2011,2011,2,11,Autumn
4061,12-02-2011,2011,2,12,Winter
4062,13-02-2011,2011,2,13,Winter
4063,14-02-2011,2011,2,14,Winter
4064,15-02-2011,2011,2,15,Winter
4065,16-02-2011,2011,2,16,Winter
4066,17-02-2011,2011,2,17,Winter
4067,18-02-2011,2011,2,18,Winter
4068,19-02-2011,2011,2,19,Winter
4069,20-02-2011,2011,2,20,Winter
4070,21-02-2011,2011,2,21,Winter
4071,22-02-2011,2011,2,22,Winter
4072,23-02-2011,2011,2,23,Winter
4073,24-02-2011,2011,2,24,Winter
4074,25-02-2011,2011,2,25,Winter
4075,26-02-2011,2011,2,26,Winter
4076,27-02-2011,2011,2,27,Winter
4077,28-02-2011,2011,2,28,Winter
4078,01-03-2011,2011,3,1,Winter
4079,02-03-2011,2011,3,2,Winter
4080,03-03-2011,2011,3,3,Spring
4081,04-03-2011,2011,3,4,Spring
4082,05-03-2011,2011,3,5,Spring
4083,06-03-2011,2011,3,6,Summer
4084,07-03-2011,2011,3,7,Summer
4085,08-03-2011,2011,3,8,Summer
4086,09-03-2011,2011,3,9,Autumn
4087,10-03-2011,2011,3,10,Autumn
4088,11-03-2011,2011,3,11,Autumn
4089,12-03-2011,2011,3,12,Winter
4090,13-03-2011,2011,3,13,Spring
4091,14-03-2011,2011,3,14,Spring
4092,15-03-2011,2011,3,15,Spring
4093,16-03-2011,2011,3,16,Spring
4094,17-03-2011,2011,3,17,Spring
4095,18-03-2011,2011,3,18,Spring
4096,19-03-2011,2011,3,19,Spring
4097,20-03-2011,2011,3,20,Spring
4098,21-03-2011,2011,3,21,Spring
4099,22-03-2011,2011,3,22,Spring
4100,23-03-2011,2011,3,23,Spring
4101,24-03-2011,2011,3,24,Spring
4102,25-03-2011,2011,3,25,Spring
4103,26-03-2011,2011,3,26,Spring
4104,27-03-2011,2011,3,27,Spring
4105,28-03-2011,2011,3,28,Spring
4106,29-03-2011,2011,3,29,Spring
4107,30-03-2011,2011,3,30,Spring
4108,31-03-2011,2011,3,31,Spring
4109,01-04-2011,2011,4,1,Winter
4110,02-04-2011,2011,4,2,Winter
4111,03-04-2011,2011,4,3,Spring
4112,04-04-2011,2011,4,4,Spring
4113,05-04-2011,2011,4,5,Spring
4114,06-04-2011,2011,4,6,Summer
4115,07-04-2011,2011,4,7,Summer
4116,08-04-2011,2011,4,8,Summer
4117,09-04-2011,2011,4,9,Autumn
4118,10-04-2011,2011,4,10,Autumn
4119,11-04-2011,2011,4,11,Autumn
4120,12-04-2011,2011,4,12,Winter
4121,13-04-2011,2011,4,13,Spring
4122,14-04-2011,2011,4,14,Spring
4123,15-04-2011,2011,4,15,Spring
4124,16-04-2011,2011,4,16,Spring
4125,17-04-2011,2011,4,17,Spring
4126,18-04-2011,2011,4,18,Spring
4127,19-04-2011,2011,4,19,Spring
4128,20-04-2011,2011,4,20,Spring
4129,21-04-2011,2011,4,21,Spring
4130,22-04-2011,2011,4,22,Spring
4131,23-04-2011,2011,4,23,Spring
4132,24-04-2011,2011,4,24,Spring
4133,25-04-2011,2011,4,25,Spring
4134,26-04-2011,2011,4,26,Spring
4135,27-04-2011,2011,4,27,Spring
4136,28-04-2011,2011,4,28,Spring
4137,29-04-2011,2011,4,29,Spring
4138,30-04-2011,2011,4,30,Spring
4139,01-05-2011,2011,5,1,Winter
4140,02-05-2011,2011,5,2,Winter
4141,03-05-2011,2011,5,3,Spring
4142,04-05-2011,2011,5,4,Spring
4143,05-05-2011,2011,5,5,Spring
4144,06-05-2011,2011,5,6,Summer
4145,07-05-2011,2011,5,7,Summer
4146,08-05-2011,2011,5,8,Summer
4147,09-05-2011,2011,5,9,Autumn
4148,10-05-2011,2011,5,10,Autumn
4149,11-05-2011,2011,5,11,Autumn
4150,12-05-2011,2011,5,12,Winter
4151,13-05-2011,2011,5,13,Spring
4152,14-05-2011,2011,5,14,Spring
4153,15-05-2011,2011,5,15,Spring
4154,16-05-2011,2011,5,16,Spring
4155,17-05-2011,2011,5,17,Spring
4156,18-05-2011,2011,5,18,Spring
4157,19-05-2011,2011,5,19,Spring
4158,20-05-2011,2011,5,20,Spring
4159,21-05-2011,2011,5,21,Spring
4160,22-05-2011,2011,5,22,Spring
4161,23-05-2011,2011,5,23,Spring
4162,24-05-2011,2011,5,24,Spring
4163,25-05-2011,2011,5,25,Spring
4164,26-05-2011,2011,5,26,Spring
4165,27-05-2011,2011,5,27,Spring
4166,28-05-2011,2011,5,28,Spring
4167,29-05-2011,2011,5,29,Spring
4168,30-05-2011,2011,5,30,Spring
4169,31-05-2011,2011,5,31,Spring
4170,01-06-2011,2011,6,1,Winter
4171,02-06-2011,2011,6,2,Winter
4172,03-06-2011,2011,6,3,Spring
4173,04-06-2011,2011,6,4,Spring
4174,05-06-2011,2011,6,5,Spring
4175,06-06-2011,2011,6,6,Summer
4176,07-06-2011,2011,6,7,Summer
4177,08-06-2011,2011,6,8,Summer
4178,09-06-2011,2011,6,9,Autumn
4179,10-06-2011,2011,6,10,Autumn
4180,11-06-2011,2011,6,11,Autumn
4181,12-06-2011,2011,6,12,Winter
4182,13-06-2011,2011,6,13,Summer
4183,14-06-2011,2011,6,14,Summer
4184,15-06-2011,2011,6,15,Summer
4185,16-06-2011,2011,6,16,Summer
4186,17-06-2011,2011,6,17,Summer
4187,18-06-2011,2011,6,18,Summer
4188,19-06-2011,2011,6,19,Summer
4189,20-06-2011,2011,6,20,Summer
4190,21-06-2011,2011,6,21,Summer
4191,22-06-2011,2011,6,22,Summer
4192,23-06-2011,2011,6,23,Summer
4193,24-06-2011,2011,6,24,Summer
4194,25-06-2011,2011,6,25,Summer
4195,26-06-2011,2011,6,26,Summer
4196,27-06-2011,2011,6,27,Summer
4197,28-06-2011,2011,6,28,Summer
4198,29-06-2011,2011,6,29,Summer
4199,30-06-2011,2011,6,30,Summer
4200,01-07-2011,2011,7,1,Winter
4201,02-07-2011,2011,7,2,Winter
4202,03-07-2011,2011,7,3,Spring
4203,04-07-2011,2011,7,4,Spring
4204,05-07-2011,2011,7,5,Spring
4205,06-07-2011,2011,7,6,Summer
4206,07-07-2011,2011,7,7,Summer
4207,08-07-2011,2011,7,8,Summer
4208,09-07-2011,2011,7,9,Autumn
4209,10-07-2011,2011,7,10,Autumn
4210,11-07-2011,2011,7,11,Autumn
4211,12-07-2011,2011,7,12,Winter
4212,13-07-2011,2011,7,13,Summer
4213,14-07-2011,2011,7,14,Summer
4214,15-07-2011,2011,7,15,Summer
4215,16-07-2011,2011,7,16,Summer
4216,17-07-2011,2011,7,17,Summer
4217,18-07-2011,2011,7,18,Summer
4218,19-07-2011,2011,7,19,Summer
4219,20-07-2011,2011,7,20,Summer
4220,21-07-2011,2011,7,21,Summer
4221,22-07-2011,2011,7,22,Summer
4222,23-07-2011,2011,7,23,Summer
4223,24-07-2011,2011,7,24,Summer
4224,25-07-2011,2011,7,25,Summer
4225,26-07-2011,2011,7,26,Summer
4226,27-07-2011,2011,7,27,Summer
4227,28-07-2011,2011,7,28,Summer
4228,29-07-2011,2011,7,29,Summer
4229,30-07-2011,2011,7,30,Summer
4230,31-07-2011,2011,7,31,Summer
4231,01-08-2011,2011,8,1,Winter
4232,02-08-2011,2011,8,2,Winter
4233,03-08-2011,2011,8,3,Spring
4234,04-08-2011,2011,8,4,Spring
4235,05-08-2011,2011,8,5,Spring
4236,06-08-2011,2011,8,6,Summer
4237,07-08-2011,2011,8,7,Summer
4238,08-08-2011,2011,8,8,Summer
4239,09-08-2011,2011,8,9,Autumn
4240,10-08-2011,2011,8,10,Autumn
4241,11-08-2011,2011,8,11,Autumn
4242,12-08-2011,2011,8,12,Winter
4243,13-08-2011,2011,8,13,Summer
4244,14-08-2011,2011,8,14,Summer
4245,15-08-2011,2011,8,15,Summer
4246,16-08-2011,2011,8,16,Summer
4247,17-08-2011,2011,8,17,Summer
4248,18-08-2011,2011,8,18,Summer
4249,19-08-2011,2011,8,19,Summer
4250,20-08-2011,2011,8,20,Summer
4251,21-08-2011,2011,8,21,Summer
4252,22-08-2011,2011,8,22,Summer
4253,23-08-2011,2011,8,23,Summer
4254,24-08-2011,2011,8,24,Summer
4255,25-08-2011,2011,8,25,Summer
4256,26-08-2011,2011,8,26,Summer
4257,27-08-2011,2011,8,27,Summer
4258,28-08-2011,2011,8,28,Summer
4259,29-08-2011,2011,8,29,Summer
4260,30-08-2011,2011,8,30,Summer
4261,31-08-2011,2011,8,31,Summer
4262,01-09-2011,2011,9,1,Winter
4263,02-09-2011,2011,9,2,Winter
4264,03-09-2011,2011,9,3,Spring
4265,04-09-2011,2011,9,4,Spring
4266,05-09-2011,2011,9,5,Spring
4267,06-09-2011,2011,9,6,Summer
4268,07-09-2011,2011,9,7,Summer
4269,08-09-2011,2011,9,8,Summer
4270,09-09-2011,2011,9,9,Autumn
4271,10-09-2011,2011,9,10,Autumn
4272,11-09-2011,2011,9,11,Autumn
4273,12-09-2011,2011,9,12,Winter
4274,13-09-2011,2011,9,13,Autumn
4275,14-09-2011,2011,9,14,Autumn
4276,15-09-2011,2011,9,15,Autumn
4277,16-09-2011,2011,9,16,Autumn
4278,17-09-2011,2011,9,17,Autumn
4279,18-09-2011,2011,9,18,Autumn
4280,19-09-2011,2011,9,19,Autumn
4281,20-09-2011,2011,9,20,Autumn
4282,21-09-2011,2011,9,21,Autumn
4283,22-09-2011,2011,9,22,Autumn
4284,23-09-2011,2011,9,23,Autumn
4285,24-09-2011,2011,9,24,Autumn
4286,25-09-2011,2011,9,25,Autumn
4287,26-09-2011,2011,9,26,Autumn
4288,27-09-2011,2011,9,27,Autumn
4289,28-09-2011,2011,9,28,Autumn
4290,29-09-2011,2011,9,29,Autumn
4291,30-09-2011,2011,9,30,Autumn
4292,01-10-2011,2011,10,1,Winter
4293,02-10-2011,2011,10,2,Winter
4294,03-10-2011,2011,10,3,Spring
4295,04-10-2011,2011,10,4,Spring
4296,05-10-2011,2011,10,5,Spring
4297,06-10-2011,2011,10,6,Summer
4298,07-10-2011,2011,10,7,Summer
4299,08-10-2011,2011,10,8,Summer
4300,09-10-2011,2011,10,9,Autumn
4301,10-10-2011,2011,10,10,Autumn
4302,11-10-2011,2011,10,11,Autumn
4303,12-10-2011,2011,10,12,Winter
4304,13-10-2011,2011,10,13,Autumn
4305,14-10-2011,2011,10,14,Autumn
4306,15-10-2011,2011,10,15,Autumn
4307,16-10-2011,2011,10,16,Autumn
4308,17-10-2011,2011,10,17,Autumn
4309,18-10-2011,2011,10,18,Autumn
4310,19-10-2011,2011,10,19,Autumn
4311,20-10-2011,2011,10,20,Autumn
4312,21-10-2011,2011,10,21,Autumn
4313,22-10-2011,2011,10,22,Autumn
4314,23-10-2011,2011,10,23,Autumn
4315,24-10-2011,2011,10,24,Autumn
4316,25-10-2011,2011,10,25,Autumn
4317,26-10-2011,2011,10,26,Autumn
4318,27-10-2011,2011,10,27,Autumn
4319,28-10-2011,2011,10,28,Autumn
4320,29-10-2011,2011,10,29,Autumn
4321,30-10-2011,2011,10,30,Autumn
4322,31-10-2011,2011,10,31,Autumn
4323,01-11-2011,2011,11,1,Winter
4324,02-11-2011,2011,11,2,Winter
4325,03-11-2011,2011,11,3,Spring
4326,04-11-2011,2011,11,4,Spring
4327,05-11-2011,2011,11,5,Spring
4328,06-11-2011,2011,11,6,Summer
4329,07-11-2011,2011,11,7,Summer
4330,08-11-2011,2011,11,8,Summer
4331,09-11-2011,2011,11,9,Autumn
4332,10-11-2011,2011,11,10,Autumn
4333,11-11-2011,2011,11,11,Autumn
4334,12-11-2011,2011,11,12,Winter
4335,13-11-2011,2011,11,13,Autumn
4336,14-11-2011,2011,11,14,Autumn
4337,15-11-2011,2011,11,15,Autumn
4338,16-11-2011,2011,11,16,Autumn
4339,17-11-2011,2011,11,17,Autumn
4340,18-11-2011,2011,11,18,Autumn
4341,19-11-2011,2011,11,19,Autumn
4342,20-11-2011,2011,11,20,Autumn
4343,21-11-2011,2011,11,21,Autumn
4344,22-11-2011,2011,11,22,Autumn
4345,23-11-2011,2011,11,23,Autumn
4346,24-11-2011,2011,11,24,Autumn
4347,25-11-2011,2011,11,25,Autumn
4348,26-11-2011,2011,11,26,Autumn
4349,27-11-2011,2011,11,27,Autumn
4350,28-11-2011,2011,11,28,Autumn
4351,29-11-2011,2011,11,29,Autumn
4352,30-11-2011,2011,11,30,Autumn
4353,01-12-2011,2011,12,1,Winter
4354,02-12-2011,2011,12,2,Winter
4355,03-12-2011,2011,12,3,Spring
4356,04-12-2011,2011,12,4,Spring
4357,05-12-2011,2011,12,5,Spring
4358,06-12-2011,2011,12,6,Summer
4359,07-12-2011,2011,12,7,Summer
4360,08-12-2011,2011,12,8,Summer
4361,09-12-2011,2011,12,9,Autumn
4362,10-12-2011,2011,12,10,Autumn
4363,11-12-2011,2011,12,11,Autumn
4364,12-12-2011,2011,12,12,Winter
4365,13-12-2011,2011,12,13,Winter
4366,14-12-2011,2011,12,14,Winter
4367,15-12-2011,2011,12,15,Winter
4368,16-12-2011,2011,12,16,Winter
4369,17-12-2011,2011,12,17,Winter
4370,18-12-2011,2011,12,18,Winter
4371,19-12-2011,2011,12,19,Winter
4372,20-12-2011,2011,12,20,Winter
4373,21-12-2011,2011,12,21,Winter
4374,22-12-2011,2011,12,22,Winter
4375,23-12-2011,2011,12,23,Winter
4376,24-12-2011,2011,12,24,Winter
4377,25-12-2011,2011,12,25,Winter
4378,26-12-2011,2011,12,26,Winter
4379,27-12-2011,2011,12,27,Winter
4380,28-12-2011,2011,12,28,Winter
4381,29-12-2011,2011,12,29,Winter
4382,30-12-2011,2011,12,30,Winter
4383,31-12-2011,2011,12,31,Winter
4384,01-01-2012,2012,1,1,Winter
4385,02-01-2012,2012,1,2,Winter
4386,03-01-2012,2012,1,3,Spring
4387,04-01-2012,2012,1,4,Spring
4388,05-01-2012,2012,1,5,Spring
4389,06-01-2012,2012,1,6,Summer
4390,07-01-2012,2012,1,7,Summer
4391,08-01-2012,2012,1,8,Summer
4392,09-01-2012,2012,1,9,Autumn
4393,10-01-2012,2012,1,10,Autumn
4394,11-01-2012,2012,1,11,Autumn
4395,12-01-2012,2012,1,12,Winter
4396,13-01-2012,2012,1,13,Winter
4397,14-01-2012,2012,1,14,Winter
4398,15-01-2012,2012,1,15,Winter
4399,16-01-2012,2012,1,16,Winter
4400,17-01-2012,2012,1,17,Winter
4401,18-01-2012,2012,1,18,Winter
4402,19-01-2012,2012,1,19,Winter
4403,20-01-2012,2012,1,20,Winter
4404,21-01-2012,2012,1,21,Winter
4405,22-01-2012,2012,1,22,Winter
4406,23-01-2012,2012,1,23,Winter
4407,24-01-2012,2012,1,24,Winter
4408,25-01-2012,2012,1,25,Winter
4409,26-01-2012,2012,1,26,Winter
4410,27-01-2012,2012,1,27,Winter
4411,28-01-2012,2012,1,28,Winter
4412,29-01-2012,2012,1,29,Winter
4413,30-01-2012,2012,1,30,Winter
4414,31-01-2012,2012,1,31,Winter
4415,01-02-2012,2012,2,1,Winter
4416,02-02-2012,2012,2,2,Winter
4417,03-02-2012,2012,2,3,Spring
4418,04-02-2012,2012,2,4,Spring
4419,05-02-2012,2012,2,5,Spring
4420,06-02-2012,2012,2,6,Summer
4421,07-02-2012,2012,2,7,Summer
4422,08-02-2012,2012,2,8,Summer
4423,09-02-2012,2012,2,9,Autumn
4424,10-02-2012,2012,2,10,Autumn
4425,11-02-2012,2012,2,11,Autumn
4426,12-02-2012,2012,2,12,Winter
4427,13-02-2012,2012,2,13,Winter
4428,14-02-2012,2012,2,14,Winter
4429,15-02-2012,2012,2,15,Winter
4430,16-02-2012,2012,2,16,Winter
4431,17-02-2012,2012,2,17,Winter
4432,18-02-2012,2012,2,18,Winter
4433,19-02-2012,2012,2,19,Winter
4434,20-02-2012,2012,2,20,Winter
4435,21-02-2012,2012,2,21,Winter
4436,22-02-2012,2012,2,22,Winter
4437,23-02-2012,2012,2,23,Winter
4438,24-02-2012,2012,2,24,Winter
4439,25-02-2012,2012,2,25,Winter
4440,26-02-2012,2012,2,26,Winter
4441,27-02-2012,2012,2,27,Winter
4442,28-02-2012,2012,2,28,Winter
4443,29-02-2012,2012,2,29,Winter
4444,01-03-2012,2012,3,1,Winter
4445,02-03-2012,2012,3,2,Winter
4446,03-03-2012,2012,3,3,Spring
4447,04-03-2012,2012,3,4,Spring
4448,05-03-2012,2012,3,5,Spring
4449,06-03-2012,2012,3,6,Summer
4450,07-03-2012,2012,3,7,Summer
4451,08-03-2012,2012,3,8,Summer
4452,09-03-2012,2012,3,9,Autumn
4453,10-03-2012,2012,3,10,Autumn
4454,11-03-2012,2012,3,11,Autumn
4455,12-03-2012,2012,3,12,Winter
4456,13-03-2012,2012,3,13,Spring
4457,14-03-2012,2012,3,14,Spring
4458,15-03-2012,2012,3,15,Spring
4459,16-03-2012,2012,3,16,Spring
4460,17-03-2012,2012,3,17,Spring
4461,18-03-2012,2012,3,18,Spring
4462,19-03-2012,2012,3,19,Spring
4463,20-03-2012,2012,3,20,Spring
4464,21-03-2012,2012,3,21,Spring
4465,22-03-2012,2012,3,22,Spring
4466,23-03-2012,2012,3,23,Spring
4467,24-03-2012,2012,3,24,Spring
4468,25-03-2012,2012,3,25,Spring
4469,26-03-2012,2012,3,26,Spring
4470,27-03-2012,2012,3,27,Spring
4471,28-03-2012,2012,3,28,Spring
4472,29-03-2012,2012,3,29,Spring
4473,30-03-2012,2012,3,30,Spring
4474,31-03-2012,2012,3,31,Spring
4475,01-04-2012,2012,4,1,Winter
4476,02-04-2012,2012,4,2,Winter
4477,03-04-2012,2012,4,3,Spring
4478,04-04-2012,2012,4,4,Spring
4479,05-04-2012,2012,4,5,Spring
4480,06-04-2012,2012,4,6,Summer
4481,07-04-2012,2012,4,7,Summer
4482,08-04-2012,2012,4,8,Summer
4483,09-04-2012,2012,4,9,Autumn
4484,10-04-2012,2012,4,10,Autumn
4485,11-04-2012,2012,4,11,Autumn
4486,12-04-2012,2012,4,12,Winter
4487,13-04-2012,2012,4,13,Spring
4488,14-04-2012,2012,4,14,Spring
4489,15-04-2012,2012,4,15,Spring
4490,16-04-2012,2012,4,16,Spring
4491,17-04-2012,2012,4,17,Spring
4492,18-04-2012,2012,4,18,Spring
4493,19-04-2012,2012,4,19,Spring
4494,20-04-2012,2012,4,20,Spring
4495,21-04-2012,2012,4,21,Spring
4496,22-04-2012,2012,4,22,Spring
4497,23-04-2012,2012,4,23,Spring
4498,24-04-2012,2012,4,24,Spring
4499,25-04-2012,2012,4,25,Spring
4500,26-04-2012,2012,4,26,Spring
4501,27-04-2012,2012,4,27,Spring
4502,28-04-2012,2012,4,28,Spring
4503,29-04-2012,2012,4,29,Spring
4504,30-04-2012,2012,4,30,Spring
4505,01-05-2012,2012,5,1,Winter
4506,02-05-2012,2012,5,2,Winter
4507,03-05-2012,2012,5,3,Spring
4508,04-05-2012,2012,5,4,Spring
4509,05-05-2012,2012,5,5,Spring
4510,06-05-2012,2012,5,6,Summer
4511,07-05-2012,2012,5,7,Summer
4512,08-05-2012,2012,5,8,Summer
4513,09-05-2012,2012,5,9,Autumn
4514,10-05-2012,2012,5,10,Autumn
4515,11-05-2012,2012,5,11,Autumn
4516,12-05-2012,2012,5,12,Winter
4517,13-05-2012,2012,5,13,Spring
4518,14-05-2012,2012,5,14,Spring
4519,15-05-2012,2012,5,15,Spring
4520,16-05-2012,2012,5,16,Spring
4521,17-05-2012,2012,5,17,Spring
4522,18-05-2012,2012,5,18,Spring
4523,19-05-2012,2012,5,19,Spring
4524,20-05-2012,2012,5,20,Spring
4525,21-05-2012,2012,5,21,Spring
4526,22-05-2012,2012,5,22,Spring
4527,23-05-2012,2012,5,23,Spring
4528,24-05-2012,2012,5,24,Spring
4529,25-05-2012,2012,5,25,Spring
4530,26-05-2012,2012,5,26,Spring
4531,27-05-2012,2012,5,27,Spring
4532,28-05-2012,2012,5,28,Spring
4533,29-05-2012,2012,5,29,Spring
4534,30-05-2012,2012,5,30,Spring
4535,31-05-2012,2012,5,31,Spring
4536,01-06-2012,2012,6,1,Winter
4537,02-06-2012,2012,6,2,Winter
4538,03-06-2012,2012,6,3,Spring
4539,04-06-2012,2012,6,4,Spring
4540,05-06-2012,2012,6,5,Spring
4541,06-06-2012,2012,6,6,Summer
4542,07-06-2012,2012,6,7,Summer
4543,08-06-2012,2012,6,8,Summer
4544,09-06-2012,2012,6,9,Autumn
4545,10-06-2012,2012,6,10,Autumn
4546,11-06-2012,2012,6,11,Autumn
4547,12-06-2012,2012,6,12,Winter
4548,13-06-2012,2012,6,13,Summer
4549,14-06-2012,2012,6,14,Summer
4550,15-06-2012,2012,6,15,Summer
4551,16-06-2012,2012,6,16,Summer
4552,17-06-2012,2012,6,17,Summer
4553,18-06-2012,2012,6,18,Summer
4554,19-06-2012,2012,6,19,Summer
4555,20-06-2012,2012,6,20,Summer
4556,21-06-2012,2012,6,21,Summer
4557,22-06-2012,2012,6,22,Summer
4558,23-06-2012,2012,6,23,Summer
4559,24-06-2012,2012,6,24,Summer
4560,25-06-2012,2012,6,25,Summer
4561,26-06-2012,2012,6,26,Summer
4562,27-06-2012,2012,6,27,Summer
4563,28-06-2012,2012,6,28,Summer
4564,29-06-2012,2012,6,29,Summer
4565,30-06-2012,2012,6,30,Summer
4566,01-07-2012,2012,7,1,Winter
4567,02-07-2012,2012,7,2,Winter
4568,03-07-2012,2012,7,3,Spring
4569,04-07-2012,2012,7,4,Spring
4570,05-07-2012,2012,7,5,Spring
4571,06-07-2012,2012,7,6,Summer
4572,07-07-2012,2012,7,7,Summer
4573,08-07-2012,2012,7,8,Summer
4574,09-07-2012,2012,7,9,Autumn
4575,10-07-2012,2012,7,10,Autumn
4576,11-07-2012,2012,7,11,Autumn
4577,12-07-2012,2012,7,12,Winter
4578,13-07-2012,2012,7,13,Summer
4579,14-07-2012,2012,7,14,Summer
4580,15-07-2012,2012,7,15,Summer
4581,16-07-2012,2012,7,16,Summer
4582,17-07-2012,2012,7,17,Summer
4583,18-07-2012,2012,7,18,Summer
4584,19-07-2012,2012,7,19,Summer
4585,20-07-2012,2012,7,20,Summer
4586,21-07-2012,2012,7,21,Summer
4587,22-07-2012,2012,7,22,Summer
4588,23-07-2012,2012,7,23,Summer
4589,24-07-2012,2012,7,24,Summer
